app_id,order,ctx0,ctx1,ctx2,ctx3,next_op,count,prob
4,4,4,5,30,5,9,50,0.337838
4,4,4,5,30,5,41,3,0.020270
4,4,4,5,30,5,6,2,0.013514
4,4,4,5,31,2,3,83,0.412935
4,4,4,5,31,2,23,44,0.218905
4,4,4,5,31,2,24,32,0.159204
4,4,4,5,31,2,33,27,0.134328
4,4,4,5,31,2,32,10,0.049751
4,4,4,5,31,2,25,5,0.024876
4,4,4,5,31,3,4,16,1.000000
4,4,4,5,32,5,2,18,1.000000
4,4,4,5,40,4,5,5,1.000000
4,4,4,5,41,2,3,31,0.387500
4,4,4,5,41,2,23,22,0.275000
4,4,4,5,41,2,24,10,0.125000
4,4,4,5,41,2,33,10,0.125000
4,4,4,5,41,2,32,6,0.075000
4,4,4,5,41,2,25,1,0.012500
4,4,5,2,3,4,5,113,1.000000
4,4,5,2,23,4,5,78,1.000000
4,4,5,2,24,40,4,49,1.000000
4,4,5,2,25,22,21,3,1.000000
4,4,5,2,32,23,4,6,1.000000
4,4,5,2,32,32,3,4,1.000000
4,4,5,2,32,33,27,5,0.555556
4,4,5,2,32,33,28,2,0.222222
4,4,5,2,32,33,34,2,0.222222
4,4,5,2,33,27,4,16,1.000000
4,4,5,2,33,28,4,9,1.000000
4,4,5,2,33,32,34,2,1.000000
4,4,5,2,33,34,35,13,1.000000
4,4,5,2,33,39,4,7,1.000000
4,4,5,4,5,2,23,2,0.666667
4,4,5,4,5,2,33,1,0.333333
4,4,5,4,5,4,5,1,1.000000
4,4,5,4,5,24,40,1,1.000000
4,4,5,6,7,5,8,49,0.500000
4,4,5,6,7,5,10,41,0.418367
4,4,5,6,7,5,9,3,0.030612
4,4,5,6,7,5,41,2,0.020408
4,4,5,6,7,5,18,1,0.010204
4,4,5,6,7,5,22,1,0.010204
4,4,5,6,7,5,31,1,0.010204
4,4,5,8,5,2,3,21,0.437500
4,4,5,8,5,2,23,12,0.250000
4,4,5,8,5,2,33,7,0.145833
4,4,5,8,5,2,24,5,0.104167
4,4,5,8,5,2,32,3,0.062500
4,4,5,8,5,6,7,1,1.000000
4,4,5,8,5,8,5,39,1.000000
4,4,5,8,5,9,5,1,1.000000
4,4,5,8,5,18,2,1,1.000000
4,4,5,8,5,30,5,39,1.000000
4,4,5,8,5,31,2,75,1.000000
4,4,5,9,5,2,3,19,0.441860
4,4,5,9,5,2,23,11,0.255814
4,4,5,9,5,2,33,9,0.209302
4,4,5,9,5,2,24,4,0.093023
4,4,5,9,5,18,2,1,1.000000
4,4,5,9,5,22,31,5,1.000000
4,4,5,9,5,30,5,1,1.000000
4,4,5,9,5,31,2,92,1.000000
4,4,5,9,5,41,2,3,1.000000
4,4,5,10,5,11,5,37,1.000000
4,4,5,10,11,31,2,39,1.000000
4,4,5,11,5,2,23,14,0.388889
4,4,5,11,5,2,3,10,0.277778
4,4,5,11,5,2,24,5,0.138889
4,4,5,11,5,2,33,4,0.111111
4,4,5,11,5,2,32,2,0.055556
4,4,5,11,5,2,25,1,0.027778
4,4,5,12,13,31,2,98,1.000000
